alignment	model
13_distribution_divergence/01_input_alignments/OG0000096_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000097_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000097_disco_tree2_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000098_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000098_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000098_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000099_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000100_disco_tree1_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000100_disco_tree2_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000100_disco_tree3_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000101_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000102_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000104_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000104_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000106_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000106_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000106_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000107_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000108_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000109_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000109_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000109_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000110_disco_tree1_aligned_trim.faa	HIVb
13_distribution_divergence/01_input_alignments/OG0000110_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000110_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000111_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000111_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000111_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000112_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000112_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree1_aligned_trim.faa	FLU
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000114_disco_tree3_aligned_trim.faa	Blosum62
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree2_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000115_disco_tree3_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000116_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000116_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000117_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000117_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000118_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000119_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000121_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000122_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000122_disco_tree2_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000123_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000124_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000124_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000124_disco_tree3_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000125_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000127_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000128_disco_tree1_aligned_trim.faa	Dayhoff
13_distribution_divergence/01_input_alignments/OG0000128_disco_tree2_aligned_trim.faa	Dayhoff
13_distribution_divergence/01_input_alignments/OG0000129_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000130_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000130_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000130_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000132_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000132_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000133_disco_tree1_aligned_trim.faa	Blosum62
13_distribution_divergence/01_input_alignments/OG0000133_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000134_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000135_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000137_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000138_disco_tree1_aligned_trim.faa	Dayhoff
13_distribution_divergence/01_input_alignments/OG0000138_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000139_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000140_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000141_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000141_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000141_disco_tree3_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000142_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000142_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000143_disco_tree1_aligned_trim.faa	LG
